2021-04-19T15:02:08.737Z,-33.9385,-72.3485,10,4.4,mb,,152,0.915,0.39,us,us6000e2wf,2021-04-19T22:49:04.183Z,"78 km WSW of San Antonio, Chile",earthquake,2.9,1.9,0.179,12,reviewed,us,us
2021-04-19T17:34:39.926Z,58.001,-138.1042,4.5,2.6,ml,,,,0.94,ak,ak02150jwklu,2021-04-19T19:19:32.040Z,"106 km WSW of Elfin Cove, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-04-19T18:10:18.205Z,37.7731,141.6052,65.71,4.3,mb,,150,2.978,0.59,us,us6000e2xw,2021-04-19T19:30:05.040Z,"62 km ENE of Namie, Japan",earthquake,10.7,9.4,0.092,34,reviewed,us,us
2021-04-19T18:32:37.467Z,54.2067,-159.768,17.3,3.5,ml,,,,0.6,ak,ak02150khksc,2021-04-20T00:23:05.335Z,"134 km SSE of Sand Point, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2021-04-19T18:50:58.790Z,38.757,-122.7228333,2.88,3.98,mw,101,36,0.004853,0.07,nc,nc73551560,2021-04-24T20:27:28.451Z,"3km SW of Anderson Springs, CA",earthquake,0.09,0.14,,3,reviewed,nc,nc
2021-04-19T18:59:12.430Z,18.9521,-66.3995,32,2.94,md,18,264,0.4925,0.22,pr,pr2021109001,2021-04-19T19:17:33.736Z,"54 km N of Brenas, Puerto Rico",earthquake,0.86,3.48,0.11,14,reviewed,pr,pr
2021-04-19T19:01:56.950Z,49.915,-114.9563333,-2,2.62,ml,7,300,2.069,0.41,mb,mb80498139,2021-04-19T21:42:05.020Z,"15 km SSW of Elkford, Canada",quarry blast,19.56,31.61,0.184,4,reviewed,mb,mb
2021-04-19T19:27:05.287Z,61.8895,-149.9403,11.8,2.7,ml,,,,0.64,ak,ak02150l1v2v,2021-04-20T00:42:02.705Z,"Southern Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-04-19T20:06:03.121Z,61.3239,-150.0097,34.1,3.2,ml,,,,0.69,ak,ak02150lisf1,2021-04-20T20:31:39.342Z,"4 km SSW of Point MacKenzie, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-04-19T20:42:38.670Z,44.531,-115.2481667,11.79,3.91,ml,22,83,0.379,0.21,mb,mb80498119,2021-04-23T04:12:53.513Z,"42 km NW of Stanley, Idaho",earthquake,0.31,0.66,0.312,35,reviewed,mb,mb
2021-04-19T21:32:49.838Z,29.8713,50.6897,10,4.3,mb,,82,3.674,0.77,us,us6000e2zl,2021-04-19T21:59:11.040Z,"36 km NNE of Bandar-e Genāveh, Iran",earthquake,10,1.9,0.073,54,reviewed,us,us
2021-04-19T22:11:35.479Z,34.97366667,-97.69483333,11.4,3.47,ml,101,34,0,0.21,ok,ok2021hrag,2021-04-25T03:09:55.724Z,"8 km SW of Dibble, Oklahoma",earthquake,,0.7,0.21,35,reviewed,ok,ok
2021-04-19T22:57:11.938Z,47.7268,16.1854,12.4,3.9,mwr,,36,0.654,0.68,us,us6000e30a,2021-04-20T18:48:01.599Z,"Austria-Hungary border region",earthquake,4.5,1.8,0.055,32,reviewed,us,us
2021-04-19T23:34:49.480Z,18.8776,-67.2548,6,3.3,md,17,208,0.4345,0.27,pr,pr2021109002,2021-04-20T00:17:43.380Z,"45 km NNW of San Antonio, Puerto Rico",earthquake,0.73,1.13,0.08,14,reviewed,pr,pr
2021-04-19T23:49:42.302Z,6.8893,123.5983,613.79,4.8,mb,,45,1.974,1.04,us,us6000e30s,2021-04-20T04:27:05.040Z,"47 km WNW of Gadung, Philippines",earthquake,9.9,4.6,0.059,88,reviewed,us,us
2021-04-19T23:58:22.502Z,0.1784,96.5622,9,6.1,mww,,28,1.508,0.97,us,us6000e30x,2021-04-22T00:01:24.015Z,"255 km S of Sinabang, Indonesia",earthquake,7,1.7,0.039,64,reviewed,us,us
