0,1,2,3,4,5,6,7,8,9,10,11,12,13
32,2,30,35,40,42,32,12,21,17,31,54,20,29
2,30,35,40,42,32,12,21,17,31,54,20,29,13
30,35,40,42,32,12,21,17,31,54,20,29,13,19
35,40,42,32,12,21,17,31,54,20,29,13,19,47
40,42,32,12,21,17,31,54,20,29,13,19,47,24
42,32,12,21,17,31,54,20,29,13,19,47,24,29
32,12,21,17,31,54,20,29,13,19,47,24,29,55
12,21,17,31,54,20,29,13,19,47,24,29,55,53
21,17,31,54,20,29,13,19,47,24,29,55,53,23
17,31,54,20,29,13,19,47,24,29,55,53,23,41
31,54,20,29,13,19,47,24,29,55,53,23,41,28
54,20,29,13,19,47,24,29,55,53,23,41,28,45
20,29,13,19,47,24,29,55,53,23,41,28,45,31
29,13,19,47,24,29,55,53,23,41,28,45,31,16
13,19,47,24,29,55,53,23,41,28,45,31,16,59
19,47,24,29,55,53,23,41,28,45,31,16,59,37
47,24,29,55,53,23,41,28,45,31,16,59,37,20
24,29,55,53,23,41,28,45,31,16,59,37,20,33
29,55,53,23,41,28,45,31,16,59,37,20,33,46
55,53,23,41,28,45,31,16,59,37,20,33,46,7
53,23,41,28,45,31,16,59,37,20,33,46,7,56
23,41,28,45,31,16,59,37,20,33,46,7,56,39
41,28,45,31,16,59,37,20,33,46,7,56,39,54
28,45,31,16,59,37,20,33,46,7,56,39,54,29
45,31,16,59,37,20,33,46,7,56,39,54,29,49
31,16,59,37,20,33,46,7,56,39,54,29,49,47
16,59,37,20,33,46,7,56,39,54,29,49,47,19
59,37,20,33,46,7,56,39,54,29,49,47,19,59
37,20,33,46,7,56,39,54,29,49,47,19,59,44
20,33,46,7,56,39,54,29,49,47,19,59,44,29
33,46,7,56,39,54,29,49,47,19,59,44,29,5
46,7,56,39,54,29,49,47,19,59,44,29,5,51
7,56,39,54,29,49,47,19,59,44,29,5,51,57
56,39,54,29,49,47,19,59,44,29,5,51,57,52
39,54,29,49,47,19,59,44,29,5,51,57,52,19
54,29,49,47,19,59,44,29,5,51,57,52,19,34
29,49,47,19,59,44,29,5,51,57,52,19,34,37
49,47,19,59,44,29,5,51,57,52,19,34,37,58
47,19,59,44,29,5,51,57,52,19,34,37,58,23
19,59,44,29,5,51,57,52,19,34,37,58,23,6
59,44,29,5,51,57,52,19,34,37,58,23,6,4
44,29,5,51,57,52,19,34,37,58,23,6,4,51
29,5,51,57,52,19,34,37,58,23,6,4,51,7
5,51,57,52,19,34,37,58,23,6,4,51,7,21
51,57,52,19,34,37,58,23,6,4,51,7,21,15
57,52,19,34,37,58,23,6,4,51,7,21,15,52
52,19,34,37,58,23,6,4,51,7,21,15,52,49
19,34,37,58,23,6,4,51,7,21,15,52,49,27
34,37,58,23,6,4,51,7,21,15,52,49,27,33
37,58,23,6,4,51,7,21,15,52,49,27,33,12
58,23,6,4,51,7,21,15,52,49,27,33,12,10
23,6,4,51,7,21,15,52,49,27,33,12,10,13
6,4,51,7,21,15,52,49,27,33,12,10,13,50
4,51,7,21,15,52,49,27,33,12,10,13,50,38
51,7,21,15,52,49,27,33,12,10,13,50,38,32
7,21,15,52,49,27,33,12,10,13,50,38,32,44
21,15,52,49,27,33,12,10,13,50,38,32,44,29
15,52,49,27,33,12,10,13,50,38,32,44,29,21
52,49,27,33,12,10,13,50,38,32,44,29,21,42
49,27,33,12,10,13,50,38,32,44,29,21,42,1
27,33,12,10,13,50,38,32,44,29,21,42,1,60
33,12,10,13,50,38,32,44,29,21,42,1,60,35
12,10,13,50,38,32,44,29,21,42,1,60,35,14
10,13,50,38,32,44,29,21,42,1,60,35,14,51
13,50,38,32,44,29,21,42,1,60,35,14,51,42
50,38,32,44,29,21,42,1,60,35,14,51,42,4
38,32,44,29,21,42,1,60,35,14,51,42,4,54
32,44,29,21,42,1,60,35,14,51,42,4,54,1
44,29,21,42,1,60,35,14,51,42,4,54,1,40
29,21,42,1,60,35,14,51,42,4,54,1,40,23
21,42,1,60,35,14,51,42,4,54,1,40,23,33
42,1,60,35,14,51,42,4,54,1,40,23,33,39
1,60,35,14,51,42,4,54,1,40,23,33,39,4
60,35,14,51,42,4,54,1,40,23,33,39,4,60
35,14,51,42,4,54,1,40,23,33,39,4,60,18
14,51,42,4,54,1,40,23,33,39,4,60,18,24
51,42,4,54,1,40,23,33,39,4,60,18,24,17
42,4,54,1,40,23,33,39,4,60,18,24,17,46
4,54,1,40,23,33,39,4,60,18,24,17,46,57
54,1,40,23,33,39,4,60,18,24,17,46,57,16
1,40,23,33,39,4,60,18,24,17,46,57,16,39
40,23,33,39,4,60,18,24,17,46,57,16,39,31
23,33,39,4,60,18,24,17,46,57,16,39,31,33
33,39,4,60,18,24,17,46,57,16,39,31,33,24
39,4,60,18,24,17,46,57,16,39,31,33,24,10
4,60,18,24,17,46,57,16,39,31,33,24,10,5
60,18,24,17,46,57,16,39,31,33,24,10,5,1
18,24,17,46,57,16,39,31,33,24,10,5,1,54
24,17,46,57,16,39,31,33,24,10,5,1,54,2
17,46,57,16,39,31,33,24,10,5,1,54,2,26
46,57,16,39,31,33,24,10,5,1,54,2,26,5
57,16,39,31,33,24,10,5,1,54,2,26,5,44
16,39,31,33,24,10,5,1,54,2,26,5,44,16
39,31,33,24,10,5,1,54,2,26,5,44,16,51
31,33,24,10,5,1,54,2,26,5,44,16,51,9
33,24,10,5,1,54,2,26,5,44,16,51,9,42
24,10,5,1,54,2,26,5,44,16,51,9,42,5
10,5,1,54,2,26,5,44,16,51,9,42,5,58
5,1,54,2,26,5,44,16,51,9,42,5,58,1
1,54,2,26,5,44,16,51,9,42,5,58,1,25
54,2,26,5,44,16,51,9,42,5,58,1,25,13
2,26,5,44,16,51,9,42,5,58,1,25,13,10
26,5,44,16,51,9,42,5,58,1,25,13,10,43
5,44,16,51,9,42,5,58,1,25,13,10,43,35
44,16,51,9,42,5,58,1,25,13,10,43,35,48
16,51,9,42,5,58,1,25,13,10,43,35,48,46
51,9,42,5,58,1,25,13,10,43,35,48,46,19
9,42,5,58,1,25,13,10,43,35,48,46,19,3
42,5,58,1,25,13,10,43,35,48,46,19,3,45
5,58,1,25,13,10,43,35,48,46,19,3,45,12
58,1,25,13,10,43,35,48,46,19,3,45,12,27
1,25,13,10,43,35,48,46,19,3,45,12,27,55
25,13,10,43,35,48,46,19,3,45,12,27,55,45
13,10,43,35,48,46,19,3,45,12,27,55,45,48
10,43,35,48,46,19,3,45,12,27,55,45,48,41
43,35,48,46,19,3,45,12,27,55,45,48,41,5
35,48,46,19,3,45,12,27,55,45,48,41,5,38
48,46,19,3,45,12,27,55,45,48,41,5,38,41
46,19,3,45,12,27,55,45,48,41,5,38,41,55
19,3,45,12,27,55,45,48,41,5,38,41,55,24
3,45,12,27,55,45,48,41,5,38,41,55,24,59
45,12,27,55,45,48,41,5,38,41,55,24,59,33
12,27,55,45,48,41,5,38,41,55,24,59,33,40
27,55,45,48,41,5,38,41,55,24,59,33,40,47
55,45,48,41,5,38,41,55,24,59,33,40,47,22
45,48,41,5,38,41,55,24,59,33,40,47,22,13
48,41,5,38,41,55,24,59,33,40,47,22,13,30
41,5,38,41,55,24,59,33,40,47,22,13,30,31
5,38,41,55,24,59,33,40,47,22,13,30,31,57
38,41,55,24,59,33,40,47,22,13,30,31,57,9
41,55,24,59,33,40,47,22,13,30,31,57,9,56
55,24,59,33,40,47,22,13,30,31,57,9,56,46
24,59,33,40,47,22,13,30,31,57,9,56,46,28
59,33,40,47,22,13,30,31,57,9,56,46,28,10
33,40,47,22,13,30,31,57,9,56,46,28,10,55
40,47,22,13,30,31,57,9,56,46,28,10,55,54
47,22,13,30,31,57,9,56,46,28,10,55,54,38
22,13,30,31,57,9,56,46,28,10,55,54,38,53
13,30,31,57,9,56,46,28,10,55,54,38,53,31
30,31,57,9,56,46,28,10,55,54,38,53,31,37
31,57,9,56,46,28,10,55,54,38,53,31,37,34
57,9,56,46,28,10,55,54,38,53,31,37,34,48
9,56,46,28,10,55,54,38,53,31,37,34,48,22
56,46,28,10,55,54,38,53,31,37,34,48,22,53
46,28,10,55,54,38,53,31,37,34,48,22,53,56
28,10,55,54,38,53,31,37,34,48,22,53,56,50
10,55,54,38,53,31,37,34,48,22,53,56,50,14
55,54,38,53,31,37,34,48,22,53,56,50,14,28
54,38,53,31,37,34,48,22,53,56,50,14,28,50
38,53,31,37,34,48,22,53,56,50,14,28,50,47
53,31,37,34,48,22,53,56,50,14,28,50,47,24
31,37,34,48,22,53,56,50,14,28,50,47,24,40
37,34,48,22,53,56,50,14,28,50,47,24,40,52
34,48,22,53,56,50,14,28,50,47,24,40,52,22
48,22,53,56,50,14,28,50,47,24,40,52,22,12
22,53,56,50,14,28,50,47,24,40,52,22,12,24
53,56,50,14,28,50,47,24,40,52,22,12,24,18
56,50,14,28,50,47,24,40,52,22,12,24,18,5
50,14,28,50,47,24,40,52,22,12,24,18,5,16
14,28,50,47,24,40,52,22,12,24,18,5,16,39
28,50,47,24,40,52,22,12,24,18,5,16,39,54
50,47,24,40,52,22,12,24,18,5,16,39,54,43
47,24,40,52,22,12,24,18,5,16,39,54,43,36
24,40,52,22,12,24,18,5,16,39,54,43,36,17
40,52,22,12,24,18,5,16,39,54,43,36,17,35
52,22,12,24,18,5,16,39,54,43,36,17,35,29
22,12,24,18,5,16,39,54,43,36,17,35,29,28
12,24,18,5,16,39,54,43,36,17,35,29,28,48
24,18,5,16,39,54,43,36,17,35,29,28,48,47
18,5,16,39,54,43,36,17,35,29,28,48,47,43
5,16,39,54,43,36,17,35,29,28,48,47,43,22
16,39,54,43,36,17,35,29,28,48,47,43,22,52
39,54,43,36,17,35,29,28,48,47,43,22,52,48
54,43,36,17,35,29,28,48,47,43,22,52,48,53
43,36,17,35,29,28,48,47,43,22,52,48,53,58
36,17,35,29,28,48,47,43,22,52,48,53,58,23
17,35,29,28,48,47,43,22,52,48,53,58,23,36
35,29,28,48,47,43,22,52,48,53,58,23,36,46
29,28,48,47,43,22,52,48,53,58,23,36,46,14
28,48,47,43,22,52,48,53,58,23,36,46,14,54
48,47,43,22,52,48,53,58,23,36,46,14,54,18
47,43,22,52,48,53,58,23,36,46,14,54,18,43
43,22,52,48,53,58,23,36,46,14,54,18,43,5
22,52,48,53,58,23,36,46,14,54,18,43,5,7
52,48,53,58,23,36,46,14,54,18,43,5,7,22
48,53,58,23,36,46,14,54,18,43,5,7,22,34
53,58,23,36,46,14,54,18,43,5,7,22,34,12
58,23,36,46,14,54,18,43,5,7,22,34,12,38
23,36,46,14,54,18,43,5,7,22,34,12,38,53
36,46,14,54,18,43,5,7,22,34,12,38,53,7
46,14,54,18,43,5,7,22,34,12,38,53,7,15
14,54,18,43,5,7,22,34,12,38,53,7,15,35
54,18,43,5,7,22,34,12,38,53,7,15,35,16
18,43,5,7,22,34,12,38,53,7,15,35,16,40
43,5,7,22,34,12,38,53,7,15,35,16,40,4
5,7,22,34,12,38,53,7,15,35,16,40,4,49
7,22,34,12,38,53,7,15,35,16,40,4,49,47
22,34,12,38,53,7,15,35,16,40,4,49,47,39
34,12,38,53,7,15,35,16,40,4,49,47,39,31
12,38,53,7,15,35,16,40,4,49,47,39,31,15
38,53,7,15,35,16,40,4,49,47,39,31,15,23
53,7,15,35,16,40,4,49,47,39,31,15,23,12
7,15,35,16,40,4,49,47,39,31,15,23,12,50
15,35,16,40,4,49,47,39,31,15,23,12,50,36
35,16,40,4,49,47,39,31,15,23,12,50,36,6
16,40,4,49,47,39,31,15,23,12,50,36,6,35
40,4,49,47,39,31,15,23,12,50,36,6,35,40
4,49,47,39,31,15,23,12,50,36,6,35,40,15
49,47,39,31,15,23,12,50,36,6,35,40,15,49
47,39,31,15,23,12,50,36,6,35,40,15,49,42
39,31,15,23,12,50,36,6,35,40,15,49,42,5
31,15,23,12,50,36,6,35,40,15,49,42,5,45
15,23,12,50,36,6,35,40,15,49,42,5,45,35
23,12,50,36,6,35,40,15,49,42,5,45,35,11
12,50,36,6,35,40,15,49,42,5,45,35,11,58
50,36,6,35,40,15,49,42,5,45,35,11,58,31
36,6,35,40,15,49,42,5,45,35,11,58,31,14
6,35,40,15,49,42,5,45,35,11,58,31,14,10
35,40,15,49,42,5,45,35,11,58,31,14,10,20
40,15,49,42,5,45,35,11,58,31,14,10,20,47
15,49,42,5,45,35,11,58,31,14,10,20,47,18
49,42,5,45,35,11,58,31,14,10,20,47,18,6
42,5,45,35,11,58,31,14,10,20,47,18,6,45
5,45,35,11,58,31,14,10,20,47,18,6,45,34
45,35,11,58,31,14,10,20,47,18,6,45,34,42
35,11,58,31,14,10,20,47,18,6,45,34,42,32
11,58,31,14,10,20,47,18,6,45,34,42,32,24
58,31,14,10,20,47,18,6,45,34,42,32,24,2
31,14,10,20,47,18,6,45,34,42,32,24,2,5
14,10,20,47,18,6,45,34,42,32,24,2,5,1
10,20,47,18,6,45,34,42,32,24,2,5,1,46
20,47,18,6,45,34,42,32,24,2,5,1,46,28
47,18,6,45,34,42,32,24,2,5,1,46,28,7
18,6,45,34,42,32,24,2,5,1,46,28,7,16
6,45,34,42,32,24,2,5,1,46,28,7,16,37
45,34,42,32,24,2,5,1,46,28,7,16,37,36
34,42,32,24,2,5,1,46,28,7,16,37,36,22
42,32,24,2,5,1,46,28,7,16,37,36,22,59
32,24,2,5,1,46,28,7,16,37,36,22,59,55
24,2,5,1,46,28,7,16,37,36,22,59,55,16
2,5,1,46,28,7,16,37,36,22,59,55,16,27
5,1,46,28,7,16,37,36,22,59,55,16,27,47
1,46,28,7,16,37,36,22,59,55,16,27,47,11
46,28,7,16,37,36,22,59,55,16,27,47,11,29
28,7,16,37,36,22,59,55,16,27,47,11,29,59
7,16,37,36,22,59,55,16,27,47,11,29,59,13
16,37,36,22,59,55,16,27,47,11,29,59,13,10
37,36,22,59,55,16,27,47,11,29,59,13,10,54
36,22,59,55,16,27,47,11,29,59,13,10,54,28
22,59,55,16,27,47,11,29,59,13,10,54,28,50
59,55,16,27,47,11,29,59,13,10,54,28,50,18
55,16,27,47,11,29,59,13,10,54,28,50,18,44
16,27,47,11,29,59,13,10,54,28,50,18,44,53
27,47,11,29,59,13,10,54,28,50,18,44,53,11
47,11,29,59,13,10,54,28,50,18,44,53,11,43
11,29,59,13,10,54,28,50,18,44,53,11,43,27
29,59,13,10,54,28,50,18,44,53,11,43,27,43
59,13,10,54,28,50,18,44,53,11,43,27,43,58
13,10,54,28,50,18,44,53,11,43,27,43,58,5
10,54,28,50,18,44,53,11,43,27,43,58,5,16
54,28,50,18,44,53,11,43,27,43,58,5,16,56
28,50,18,44,53,11,43,27,43,58,5,16,56,46
50,18,44,53,11,43,27,43,58,5,16,56,46,31
18,44,53,11,43,27,43,58,5,16,56,46,31,7
44,53,11,43,27,43,58,5,16,56,46,31,7,16
53,11,43,27,43,58,5,16,56,46,31,7,16,60
11,43,27,43,58,5,16,56,46,31,7,16,60,27
43,27,43,58,5,16,56,46,31,7,16,60,27,24
27,43,58,5,16,56,46,31,7,16,60,27,24,38
43,58,5,16,56,46,31,7,16,60,27,24,38,58
58,5,16,56,46,31,7,16,60,27,24,38,58,1
5,16,56,46,31,7,16,60,27,24,38,58,1,40
16,56,46,31,7,16,60,27,24,38,58,1,40,28
56,46,31,7,16,60,27,24,38,58,1,40,28,57
46,31,7,16,60,27,24,38,58,1,40,28,57,60
31,7,16,60,27,24,38,58,1,40,28,57,60,34
7,16,60,27,24,38,58,1,40,28,57,60,34,24
16,60,27,24,38,58,1,40,28,57,60,34,24,29
60,27,24,38,58,1,40,28,57,60,34,24,29,47
27,24,38,58,1,40,28,57,60,34,24,29,47,47
24,38,58,1,40,28,57,60,34,24,29,47,47,32
38,58,1,40,28,57,60,34,24,29,47,47,32,48
58,1,40,28,57,60,34,24,29,47,47,32,48,12
1,40,28,57,60,34,24,29,47,47,32,48,12,38
40,28,57,60,34,24,29,47,47,32,48,12,38,2
28,57,60,34,24,29,47,47,32,48,12,38,2,49
57,60,34,24,29,47,47,32,48,12,38,2,49,2
60,34,24,29,47,47,32,48,12,38,2,49,2,18
34,24,29,47,47,32,48,12,38,2,49,2,18,51
24,29,47,47,32,48,12,38,2,49,2,18,51,22
29,47,47,32,48,12,38,2,49,2,18,51,22,57
47,47,32,48,12,38,2,49,2,18,51,22,57,49
47,32,48,12,38,2,49,2,18,51,22,57,49,44
32,48,12,38,2,49,2,18,51,22,57,49,44,33
48,12,38,2,49,2,18,51,22,57,49,44,33,28
12,38,2,49,2,18,51,22,57,49,44,33,28,56
38,2,49,2,18,51,22,57,49,44,33,28,56,14
2,49,2,18,51,22,57,49,44,33,28,56,14,26
49,2,18,51,22,57,49,44,33,28,56,14,26,49
2,18,51,22,57,49,44,33,28,56,14,26,49,25
18,51,22,57,49,44,33,28,56,14,26,49,25,18
51,22,57,49,44,33,28,56,14,26,49,25,18,31
22,57,49,44,33,28,56,14,26,49,25,18,31,34
57,49,44,33,28,56,14,26,49,25,18,31,34,31
49,44,33,28,56,14,26,49,25,18,31,34,31,55
44,33,28,56,14,26,49,25,18,31,34,31,55,36
33,28,56,14,26,49,25,18,31,34,31,55,36,24
28,56,14,26,49,25,18,31,34,31,55,36,24,8
56,14,26,49,25,18,31,34,31,55,36,24,8,38
14,26,49,25,18,31,34,31,55,36,24,8,38,10
26,49,25,18,31,34,31,55,36,24,8,38,10,56
49,25,18,31,34,31,55,36,24,8,38,10,56,12
25,18,31,34,31,55,36,24,8,38,10,56,12,31
18,31,34,31,55,36,24,8,38,10,56,12,31,45
31,34,31,55,36,24,8,38,10,56,12,31,45,38
34,31,55,36,24,8,38,10,56,12,31,45,38,45
31,55,36,24,8,38,10,56,12,31,45,38,45,5
55,36,24,8,38,10,56,12,31,45,38,45,5,14
36,24,8,38,10,56,12,31,45,38,45,5,14,21
24,8,38,10,56,12,31,45,38,45,5,14,21,59
8,38,10,56,12,31,45,38,45,5,14,21,59,12
38,10,56,12,31,45,38,45,5,14,21,59,12,35
10,56,12,31,45,38,45,5,14,21,59,12,35,53
56,12,31,45,38,45,5,14,21,59,12,35,53,29
12,31,45,38,45,5,14,21,59,12,35,53,29,33
31,45,38,45,5,14,21,59,12,35,53,29,33,2
45,38,45,5,14,21,59,12,35,53,29,33,2,4
38,45,5,14,21,59,12,35,53,29,33,2,4,35
45,5,14,21,59,12,35,53,29,33,2,4,35,26
5,14,21,59,12,35,53,29,33,2,4,35,26,58
14,21,59,12,35,53,29,33,2,4,35,26,58,52
21,59,12,35,53,29,33,2,4,35,26,58,52,45
59,12,35,53,29,33,2,4,35,26,58,52,45,16
12,35,53,29,33,2,4,35,26,58,52,45,16,38
35,53,29,33,2,4,35,26,58,52,45,16,38,44
53,29,33,2,4,35,26,58,52,45,16,38,44,4
29,33,2,4,35,26,58,52,45,16,38,44,4,1
33,2,4,35,26,58,52,45,16,38,44,4,1,27
2,4,35,26,58,52,45,16,38,44,4,1,27,42
4,35,26,58,52,45,16,38,44,4,1,27,42,13
35,26,58,52,45,16,38,44,4,1,27,42,13,1
26,58,52,45,16,38,44,4,1,27,42,13,1,23
58,52,45,16,38,44,4,1,27,42,13,1,23,56
52,45,16,38,44,4,1,27,42,13,1,23,56,54
45,16,38,44,4,1,27,42,13,1,23,56,54,33
16,38,44,4,1,27,42,13,1,23,56,54,33,25
38,44,4,1,27,42,13,1,23,56,54,33,25,7
44,4,1,27,42,13,1,23,56,54,33,25,7,12
4,1,27,42,13,1,23,56,54,33,25,7,12,21
1,27,42,13,1,23,56,54,33,25,7,12,21,42
27,42,13,1,23,56,54,33,25,7,12,21,42,34
42,13,1,23,56,54,33,25,7,12,21,42,34,45
13,1,23,56,54,33,25,7,12,21,42,34,45,8
1,23,56,54,33,25,7,12,21,42,34,45,8,32
23,56,54,33,25,7,12,21,42,34,45,8,32,49
56,54,33,25,7,12,21,42,34,45,8,32,49,15
54,33,25,7,12,21,42,34,45,8,32,49,15,52
33,25,7,12,21,42,34,45,8,32,49,15,52,41
25,7,12,21,42,34,45,8,32,49,15,52,41,42
7,12,21,42,34,45,8,32,49,15,52,41,42,52
12,21,42,34,45,8,32,49,15,52,41,42,52,53
21,42,34,45,8,32,49,15,52,41,42,52,53,16
42,34,45,8,32,49,15,52,41,42,52,53,16,9
34,45,8,32,49,15,52,41,42,52,53,16,9,43
45,8,32,49,15,52,41,42,52,53,16,9,43,12
8,32,49,15,52,41,42,52,53,16,9,43,12,59
32,49,15,52,41,42,52,53,16,9,43,12,59,30
49,15,52,41,42,52,53,16,9,43,12,59,30,57
15,52,41,42,52,53,16,9,43,12,59,30,57,29
52,41,42,52,53,16,9,43,12,59,30,57,29,38
41,42,52,53,16,9,43,12,59,30,57,29,38,45
42,52,53,16,9,43,12,59,30,57,29,38,45,35
52,53,16,9,43,12,59,30,57,29,38,45,35,37
53,16,9,43,12,59,30,57,29,38,45,35,37,5
16,9,43,12,59,30,57,29,38,45,35,37,5,51
9,43,12,59,30,57,29,38,45,35,37,5,51,60
43,12,59,30,57,29,38,45,35,37,5,51,60,12
12,59,30,57,29,38,45,35,37,5,51,60,12,56
59,30,57,29,38,45,35,37,5,51,60,12,56,37
30,57,29,38,45,35,37,5,51,60,12,56,37,55
57,29,38,45,35,37,5,51,60,12,56,37,55,43
29,38,45,35,37,5,51,60,12,56,37,55,43,8
38,45,35,37,5,51,60,12,56,37,55,43,8,22
45,35,37,5,51,60,12,56,37,55,43,8,22,33
35,37,5,51,60,12,56,37,55,43,8,22,33,40
37,5,51,60,12,56,37,55,43,8,22,33,40,32
5,51,60,12,56,37,55,43,8,22,33,40,32,53
51,60,12,56,37,55,43,8,22,33,40,32,53,29
60,12,56,37,55,43,8,22,33,40,32,53,29,36
12,56,37,55,43,8,22,33,40,32,53,29,36,27
56,37,55,43,8,22,33,40,32,53,29,36,27,18
37,55,43,8,22,33,40,32,53,29,36,27,18,59
55,43,8,22,33,40,32,53,29,36,27,18,59,46
43,8,22,33,40,32,53,29,36,27,18,59,46,6
8,22,33,40,32,53,29,36,27,18,59,46,6,16
22,33,40,32,53,29,36,27,18,59,46,6,16,10
33,40,32,53,29,36,27,18,59,46,6,16,10,34
40,32,53,29,36,27,18,59,46,6,16,10,34,47
32,53,29,36,27,18,59,46,6,16,10,34,47,42
53,29,36,27,18,59,46,6,16,10,34,47,42,7
29,36,27,18,59,46,6,16,10,34,47,42,7,32
36,27,18,59,46,6,16,10,34,47,42,7,32,54
27,18,59,46,6,16,10,34,47,42,7,32,54,50
18,59,46,6,16,10,34,47,42,7,32,54,50,30
59,46,6,16,10,34,47,42,7,32,54,50,30,37
46,6,16,10,34,47,42,7,32,54,50,30,37,51
6,16,10,34,47,42,7,32,54,50,30,37,51,13
16,10,34,47,42,7,32,54,50,30,37,51,13,43
10,34,47,42,7,32,54,50,30,37,51,13,43,24
34,47,42,7,32,54,50,30,37,51,13,43,24,3
47,42,7,32,54,50,30,37,51,13,43,24,3,14
42,7,32,54,50,30,37,51,13,43,24,3,14,60
7,32,54,50,30,37,51,13,43,24,3,14,60,8
32,54,50,30,37,51,13,43,24,3,14,60,8,32
54,50,30,37,51,13,43,24,3,14,60,8,32,28
50,30,37,51,13,43,24,3,14,60,8,32,28,46
30,37,51,13,43,24,3,14,60,8,32,28,46,30
37,51,13,43,24,3,14,60,8,32,28,46,30,55
51,13,43,24,3,14,60,8,32,28,46,30,55,32
13,43,24,3,14,60,8,32,28,46,30,55,32,17
43,24,3,14,60,8,32,28,46,30,55,32,17,36
24,3,14,60,8,32,28,46,30,55,32,17,36,26
3,14,60,8,32,28,46,30,55,32,17,36,26,43
14,60,8,32,28,46,30,55,32,17,36,26,43,50
60,8,32,28,46,30,55,32,17,36,26,43,50,21
8,32,28,46,30,55,32,17,36,26,43,50,21,10
32,28,46,30,55,32,17,36,26,43,50,21,10,25
28,46,30,55,32,17,36,26,43,50,21,10,25,38
46,30,55,32,17,36,26,43,50,21,10,25,38,8
30,55,32,17,36,26,43,50,21,10,25,38,8,58
55,32,17,36,26,43,50,21,10,25,38,8,58,26
32,17,36,26,43,50,21,10,25,38,8,58,26,40
17,36,26,43,50,21,10,25,38,8,58,26,40,37
36,26,43,50,21,10,25,38,8,58,26,40,37,47
26,43,50,21,10,25,38,8,58,26,40,37,47,52
43,50,21,10,25,38,8,58,26,40,37,47,52,50
50,21,10,25,38,8,58,26,40,37,47,52,50,17
21,10,25,38,8,58,26,40,37,47,52,50,17,13
10,25,38,8,58,26,40,37,47,52,50,17,13,27
25,38,8,58,26,40,37,47,52,50,17,13,27,4
38,8,58,26,40,37,47,52,50,17,13,27,4,39
8,58,26,40,37,47,52,50,17,13,27,4,39,36
58,26,40,37,47,52,50,17,13,27,4,39,36,17
26,40,37,47,52,50,17,13,27,4,39,36,17,28
40,37,47,52,50,17,13,27,4,39,36,17,28,16
37,47,52,50,17,13,27,4,39,36,17,28,16,54
47,52,50,17,13,27,4,39,36,17,28,16,54,30
52,50,17,13,27,4,39,36,17,28,16,54,30,24
50,17,13,27,4,39,36,17,28,16,54,30,24,17
17,13,27,4,39,36,17,28,16,54,30,24,17,4
13,27,4,39,36,17,28,16,54,30,24,17,4,54
27,4,39,36,17,28,16,54,30,24,17,4,54,30
4,39,36,17,28,16,54,30,24,17,4,54,30,10
39,36,17,28,16,54,30,24,17,4,54,30,10,37
36,17,28,16,54,30,24,17,4,54,30,10,37,11
17,28,16,54,30,24,17,4,54,30,10,37,11,17
28,16,54,30,24,17,4,54,30,10,37,11,17,31
16,54,30,24,17,4,54,30,10,37,11,17,31,43
54,30,24,17,4,54,30,10,37,11,17,31,43,10
30,24,17,4,54,30,10,37,11,17,31,43,10,1
24,17,4,54,30,10,37,11,17,31,43,10,1,6
17,4,54,30,10,37,11,17,31,43,10,1,6,57
4,54,30,10,37,11,17,31,43,10,1,6,57,29
54,30,10,37,11,17,31,43,10,1,6,57,29,48
30,10,37,11,17,31,43,10,1,6,57,29,48,7
10,37,11,17,31,43,10,1,6,57,29,48,7,54
37,11,17,31,43,10,1,6,57,29,48,7,54,10
11,17,31,43,10,1,6,57,29,48,7,54,10,59
17,31,43,10,1,6,57,29,48,7,54,10,59,44
31,43,10,1,6,57,29,48,7,54,10,59,44,30
43,10,1,6,57,29,48,7,54,10,59,44,30,7
10,1,6,57,29,48,7,54,10,59,44,30,7,38
1,6,57,29,48,7,54,10,59,44,30,7,38,48
6,57,29,48,7,54,10,59,44,30,7,38,48,14
57,29,48,7,54,10,59,44,30,7,38,48,14,3
29,48,7,54,10,59,44,30,7,38,48,14,3,11
48,7,54,10,59,44,30,7,38,48,14,3,11,5
7,54,10,59,44,30,7,38,48,14,3,11,5,42
54,10,59,44,30,7,38,48,14,3,11,5,42,13
10,59,44,30,7,38,48,14,3,11,5,42,13,20
59,44,30,7,38,48,14,3,11,5,42,13,20,29
44,30,7,38,48,14,3,11,5,42,13,20,29,43
30,7,38,48,14,3,11,5,42,13,20,29,43,57
7,38,48,14,3,11,5,42,13,20,29,43,57,46
38,48,14,3,11,5,42,13,20,29,43,57,46,23
48,14,3,11,5,42,13,20,29,43,57,46,23,30
14,3,11,5,42,13,20,29,43,57,46,23,30,47
3,11,5,42,13,20,29,43,57,46,23,30,47,5
11,5,42,13,20,29,43,57,46,23,30,47,5,3
5,42,13,20,29,43,57,46,23,30,47,5,3,2
42,13,20,29,43,57,46,23,30,47,5,3,2,15
13,20,29,43,57,46,23,30,47,5,3,2,15,58
20,29,43,57,46,23,30,47,5,3,2,15,58,10
29,43,57,46,23,30,47,5,3,2,15,58,10,59
43,57,46,23,30,47,5,3,2,15,58,10,59,21
57,46,23,30,47,5,3,2,15,58,10,59,21,15
46,23,30,47,5,3,2,15,58,10,59,21,15,31
23,30,47,5,3,2,15,58,10,59,21,15,31,23
30,47,5,3,2,15,58,10,59,21,15,31,23,6
