0,1,2,3,4,5,6,7,8,9,10,11,12,13
24,44,1,28,55,6,39,12,10,36,54,44,57,25
44,1,28,55,6,39,12,10,36,54,44,57,25,46
1,28,55,6,39,12,10,36,54,44,57,25,46,51
28,55,6,39,12,10,36,54,44,57,25,46,51,18
55,6,39,12,10,36,54,44,57,25,46,51,18,13
6,39,12,10,36,54,44,57,25,46,51,18,13,30
39,12,10,36,54,44,57,25,46,51,18,13,30,25
12,10,36,54,44,57,25,46,51,18,13,30,25,14
10,36,54,44,57,25,46,51,18,13,30,25,14,51
36,54,44,57,25,46,51,18,13,30,25,14,51,48
54,44,57,25,46,51,18,13,30,25,14,51,48,60
44,57,25,46,51,18,13,30,25,14,51,48,60,21
57,25,46,51,18,13,30,25,14,51,48,60,21,58
25,46,51,18,13,30,25,14,51,48,60,21,58,10
46,51,18,13,30,25,14,51,48,60,21,58,10,39
51,18,13,30,25,14,51,48,60,21,58,10,39,11
18,13,30,25,14,51,48,60,21,58,10,39,11,13
13,30,25,14,51,48,60,21,58,10,39,11,13,35
30,25,14,51,48,60,21,58,10,39,11,13,35,31
25,14,51,48,60,21,58,10,39,11,13,35,31,6
14,51,48,60,21,58,10,39,11,13,35,31,6,5
51,48,60,21,58,10,39,11,13,35,31,6,5,17
48,60,21,58,10,39,11,13,35,31,6,5,17,50
60,21,58,10,39,11,13,35,31,6,5,17,50,1
21,58,10,39,11,13,35,31,6,5,17,50,1,57
58,10,39,11,13,35,31,6,5,17,50,1,57,40
10,39,11,13,35,31,6,5,17,50,1,57,40,28
39,11,13,35,31,6,5,17,50,1,57,40,28,42
11,13,35,31,6,5,17,50,1,57,40,28,42,54
13,35,31,6,5,17,50,1,57,40,28,42,54,55
35,31,6,5,17,50,1,57,40,28,42,54,55,1
31,6,5,17,50,1,57,40,28,42,54,55,1,2
6,5,17,50,1,57,40,28,42,54,55,1,2,10
5,17,50,1,57,40,28,42,54,55,1,2,10,48
17,50,1,57,40,28,42,54,55,1,2,10,48,14
50,1,57,40,28,42,54,55,1,2,10,48,14,8
1,57,40,28,42,54,55,1,2,10,48,14,8,57
57,40,28,42,54,55,1,2,10,48,14,8,57,3
40,28,42,54,55,1,2,10,48,14,8,57,3,38
28,42,54,55,1,2,10,48,14,8,57,3,38,21
42,54,55,1,2,10,48,14,8,57,3,38,21,28
54,55,1,2,10,48,14,8,57,3,38,21,28,16
55,1,2,10,48,14,8,57,3,38,21,28,16,34
1,2,10,48,14,8,57,3,38,21,28,16,34,17
2,10,48,14,8,57,3,38,21,28,16,34,17,52
10,48,14,8,57,3,38,21,28,16,34,17,52,5
48,14,8,57,3,38,21,28,16,34,17,52,5,2
14,8,57,3,38,21,28,16,34,17,52,5,2,29
8,57,3,38,21,28,16,34,17,52,5,2,29,60
57,3,38,21,28,16,34,17,52,5,2,29,60,14
3,38,21,28,16,34,17,52,5,2,29,60,14,45
38,21,28,16,34,17,52,5,2,29,60,14,45,24
21,28,16,34,17,52,5,2,29,60,14,45,24,33
28,16,34,17,52,5,2,29,60,14,45,24,33,26
16,34,17,52,5,2,29,60,14,45,24,33,26,57
34,17,52,5,2,29,60,14,45,24,33,26,57,11
17,52,5,2,29,60,14,45,24,33,26,57,11,7
52,5,2,29,60,14,45,24,33,26,57,11,7,43
5,2,29,60,14,45,24,33,26,57,11,7,43,10
2,29,60,14,45,24,33,26,57,11,7,43,10,13
29,60,14,45,24,33,26,57,11,7,43,10,13,8
60,14,45,24,33,26,57,11,7,43,10,13,8,11
14,45,24,33,26,57,11,7,43,10,13,8,11,16
45,24,33,26,57,11,7,43,10,13,8,11,16,15
24,33,26,57,11,7,43,10,13,8,11,16,15,57
33,26,57,11,7,43,10,13,8,11,16,15,57,52
26,57,11,7,43,10,13,8,11,16,15,57,52,15
57,11,7,43,10,13,8,11,16,15,57,52,15,42
11,7,43,10,13,8,11,16,15,57,52,15,42,27
7,43,10,13,8,11,16,15,57,52,15,42,27,53
43,10,13,8,11,16,15,57,52,15,42,27,53,34
10,13,8,11,16,15,57,52,15,42,27,53,34,49
13,8,11,16,15,57,52,15,42,27,53,34,49,41
8,11,16,15,57,52,15,42,27,53,34,49,41,27
11,16,15,57,52,15,42,27,53,34,49,41,27,13
16,15,57,52,15,42,27,53,34,49,41,27,13,60
15,57,52,15,42,27,53,34,49,41,27,13,60,14
57,52,15,42,27,53,34,49,41,27,13,60,14,18
52,15,42,27,53,34,49,41,27,13,60,14,18,27
15,42,27,53,34,49,41,27,13,60,14,18,27,32
42,27,53,34,49,41,27,13,60,14,18,27,32,15
27,53,34,49,41,27,13,60,14,18,27,32,15,12
53,34,49,41,27,13,60,14,18,27,32,15,12,20
34,49,41,27,13,60,14,18,27,32,15,12,20,16
49,41,27,13,60,14,18,27,32,15,12,20,16,38
41,27,13,60,14,18,27,32,15,12,20,16,38,8
27,13,60,14,18,27,32,15,12,20,16,38,8,50
13,60,14,18,27,32,15,12,20,16,38,8,50,53
60,14,18,27,32,15,12,20,16,38,8,50,53,59
14,18,27,32,15,12,20,16,38,8,50,53,59,6
18,27,32,15,12,20,16,38,8,50,53,59,6,15
27,32,15,12,20,16,38,8,50,53,59,6,15,49
32,15,12,20,16,38,8,50,53,59,6,15,49,59
15,12,20,16,38,8,50,53,59,6,15,49,59,4
12,20,16,38,8,50,53,59,6,15,49,59,4,3
20,16,38,8,50,53,59,6,15,49,59,4,3,2
16,38,8,50,53,59,6,15,49,59,4,3,2,20
38,8,50,53,59,6,15,49,59,4,3,2,20,51
8,50,53,59,6,15,49,59,4,3,2,20,51,57
50,53,59,6,15,49,59,4,3,2,20,51,57,45
53,59,6,15,49,59,4,3,2,20,51,57,45,24
59,6,15,49,59,4,3,2,20,51,57,45,24,18
6,15,49,59,4,3,2,20,51,57,45,24,18,37
15,49,59,4,3,2,20,51,57,45,24,18,37,1
49,59,4,3,2,20,51,57,45,24,18,37,1,14
59,4,3,2,20,51,57,45,24,18,37,1,14,45
4,3,2,20,51,57,45,24,18,37,1,14,45,12
3,2,20,51,57,45,24,18,37,1,14,45,12,16
2,20,51,57,45,24,18,37,1,14,45,12,16,1
20,51,57,45,24,18,37,1,14,45,12,16,1,41
51,57,45,24,18,37,1,14,45,12,16,1,41,3
57,45,24,18,37,1,14,45,12,16,1,41,3,18
45,24,18,37,1,14,45,12,16,1,41,3,18,16
24,18,37,1,14,45,12,16,1,41,3,18,16,42
18,37,1,14,45,12,16,1,41,3,18,16,42,9
37,1,14,45,12,16,1,41,3,18,16,42,9,41
1,14,45,12,16,1,41,3,18,16,42,9,41,56
14,45,12,16,1,41,3,18,16,42,9,41,56,23
45,12,16,1,41,3,18,16,42,9,41,56,23,21
12,16,1,41,3,18,16,42,9,41,56,23,21,30
16,1,41,3,18,16,42,9,41,56,23,21,30,55
1,41,3,18,16,42,9,41,56,23,21,30,55,8
41,3,18,16,42,9,41,56,23,21,30,55,8,2
3,18,16,42,9,41,56,23,21,30,55,8,2,37
18,16,42,9,41,56,23,21,30,55,8,2,37,23
16,42,9,41,56,23,21,30,55,8,2,37,23,33
42,9,41,56,23,21,30,55,8,2,37,23,33,49
9,41,56,23,21,30,55,8,2,37,23,33,49,1
41,56,23,21,30,55,8,2,37,23,33,49,1,22
56,23,21,30,55,8,2,37,23,33,49,1,22,47
23,21,30,55,8,2,37,23,33,49,1,22,47,44
21,30,55,8,2,37,23,33,49,1,22,47,44,50
30,55,8,2,37,23,33,49,1,22,47,44,50,28
55,8,2,37,23,33,49,1,22,47,44,50,28,4
8,2,37,23,33,49,1,22,47,44,50,28,4,19
2,37,23,33,49,1,22,47,44,50,28,4,19,16
37,23,33,49,1,22,47,44,50,28,4,19,16,49
23,33,49,1,22,47,44,50,28,4,19,16,49,29
33,49,1,22,47,44,50,28,4,19,16,49,29,7
49,1,22,47,44,50,28,4,19,16,49,29,7,57
1,22,47,44,50,28,4,19,16,49,29,7,57,19
22,47,44,50,28,4,19,16,49,29,7,57,19,43
47,44,50,28,4,19,16,49,29,7,57,19,43,39
44,50,28,4,19,16,49,29,7,57,19,43,39,30
50,28,4,19,16,49,29,7,57,19,43,39,30,10
28,4,19,16,49,29,7,57,19,43,39,30,10,43
4,19,16,49,29,7,57,19,43,39,30,10,43,49
19,16,49,29,7,57,19,43,39,30,10,43,49,32
16,49,29,7,57,19,43,39,30,10,43,49,32,25
49,29,7,57,19,43,39,30,10,43,49,32,25,6
29,7,57,19,43,39,30,10,43,49,32,25,6,14
7,57,19,43,39,30,10,43,49,32,25,6,14,10
57,19,43,39,30,10,43,49,32,25,6,14,10,56
19,43,39,30,10,43,49,32,25,6,14,10,56,25
43,39,30,10,43,49,32,25,6,14,10,56,25,4
39,30,10,43,49,32,25,6,14,10,56,25,4,28
30,10,43,49,32,25,6,14,10,56,25,4,28,44
10,43,49,32,25,6,14,10,56,25,4,28,44,48
43,49,32,25,6,14,10,56,25,4,28,44,48,25
49,32,25,6,14,10,56,25,4,28,44,48,25,57
32,25,6,14,10,56,25,4,28,44,48,25,57,27
25,6,14,10,56,25,4,28,44,48,25,57,27,47
6,14,10,56,25,4,28,44,48,25,57,27,47,28
14,10,56,25,4,28,44,48,25,57,27,47,28,17
10,56,25,4,28,44,48,25,57,27,47,28,17,49
56,25,4,28,44,48,25,57,27,47,28,17,49,53
25,4,28,44,48,25,57,27,47,28,17,49,53,45
4,28,44,48,25,57,27,47,28,17,49,53,45,9
28,44,48,25,57,27,47,28,17,49,53,45,9,41
44,48,25,57,27,47,28,17,49,53,45,9,41,53
48,25,57,27,47,28,17,49,53,45,9,41,53,8
25,57,27,47,28,17,49,53,45,9,41,53,8,23
57,27,47,28,17,49,53,45,9,41,53,8,23,5
27,47,28,17,49,53,45,9,41,53,8,23,5,16
47,28,17,49,53,45,9,41,53,8,23,5,16,5
28,17,49,53,45,9,41,53,8,23,5,16,5,37
17,49,53,45,9,41,53,8,23,5,16,5,37,43
49,53,45,9,41,53,8,23,5,16,5,37,43,7
53,45,9,41,53,8,23,5,16,5,37,43,7,53
45,9,41,53,8,23,5,16,5,37,43,7,53,54
9,41,53,8,23,5,16,5,37,43,7,53,54,19
41,53,8,23,5,16,5,37,43,7,53,54,19,18
53,8,23,5,16,5,37,43,7,53,54,19,18,54
8,23,5,16,5,37,43,7,53,54,19,18,54,47
23,5,16,5,37,43,7,53,54,19,18,54,47,43
5,16,5,37,43,7,53,54,19,18,54,47,43,9
16,5,37,43,7,53,54,19,18,54,47,43,9,44
5,37,43,7,53,54,19,18,54,47,43,9,44,36
37,43,7,53,54,19,18,54,47,43,9,44,36,32
43,7,53,54,19,18,54,47,43,9,44,36,32,8
7,53,54,19,18,54,47,43,9,44,36,32,8,34
53,54,19,18,54,47,43,9,44,36,32,8,34,25
54,19,18,54,47,43,9,44,36,32,8,34,25,3
19,18,54,47,43,9,44,36,32,8,34,25,3,47
18,54,47,43,9,44,36,32,8,34,25,3,47,10
54,47,43,9,44,36,32,8,34,25,3,47,10,50
47,43,9,44,36,32,8,34,25,3,47,10,50,29
43,9,44,36,32,8,34,25,3,47,10,50,29,23
9,44,36,32,8,34,25,3,47,10,50,29,23,53
44,36,32,8,34,25,3,47,10,50,29,23,53,39
36,32,8,34,25,3,47,10,50,29,23,53,39,16
32,8,34,25,3,47,10,50,29,23,53,39,16,21
8,34,25,3,47,10,50,29,23,53,39,16,21,10
34,25,3,47,10,50,29,23,53,39,16,21,10,12
25,3,47,10,50,29,23,53,39,16,21,10,12,32
3,47,10,50,29,23,53,39,16,21,10,12,32,33
47,10,50,29,23,53,39,16,21,10,12,32,33,10
10,50,29,23,53,39,16,21,10,12,32,33,10,19
50,29,23,53,39,16,21,10,12,32,33,10,19,42
29,23,53,39,16,21,10,12,32,33,10,19,42,4
23,53,39,16,21,10,12,32,33,10,19,42,4,11
53,39,16,21,10,12,32,33,10,19,42,4,11,6
39,16,21,10,12,32,33,10,19,42,4,11,6,18
16,21,10,12,32,33,10,19,42,4,11,6,18,5
21,10,12,32,33,10,19,42,4,11,6,18,5,37
10,12,32,33,10,19,42,4,11,6,18,5,37,9
12,32,33,10,19,42,4,11,6,18,5,37,9,3
32,33,10,19,42,4,11,6,18,5,37,9,3,6
33,10,19,42,4,11,6,18,5,37,9,3,6,45
10,19,42,4,11,6,18,5,37,9,3,6,45,34
19,42,4,11,6,18,5,37,9,3,6,45,34,41
42,4,11,6,18,5,37,9,3,6,45,34,41,43
4,11,6,18,5,37,9,3,6,45,34,41,43,36
11,6,18,5,37,9,3,6,45,34,41,43,36,12
6,18,5,37,9,3,6,45,34,41,43,36,12,37
18,5,37,9,3,6,45,34,41,43,36,12,37,24
5,37,9,3,6,45,34,41,43,36,12,37,24,5
37,9,3,6,45,34,41,43,36,12,37,24,5,28
9,3,6,45,34,41,43,36,12,37,24,5,28,56
3,6,45,34,41,43,36,12,37,24,5,28,56,11
6,45,34,41,43,36,12,37,24,5,28,56,11,20
45,34,41,43,36,12,37,24,5,28,56,11,20,41
34,41,43,36,12,37,24,5,28,56,11,20,41,34
41,43,36,12,37,24,5,28,56,11,20,41,34,18
43,36,12,37,24,5,28,56,11,20,41,34,18,9
36,12,37,24,5,28,56,11,20,41,34,18,9,56
12,37,24,5,28,56,11,20,41,34,18,9,56,29
37,24,5,28,56,11,20,41,34,18,9,56,29,52
24,5,28,56,11,20,41,34,18,9,56,29,52,16
5,28,56,11,20,41,34,18,9,56,29,52,16,24
28,56,11,20,41,34,18,9,56,29,52,16,24,4
56,11,20,41,34,18,9,56,29,52,16,24,4,40
11,20,41,34,18,9,56,29,52,16,24,4,40,50
20,41,34,18,9,56,29,52,16,24,4,40,50,17
41,34,18,9,56,29,52,16,24,4,40,50,17,55
34,18,9,56,29,52,16,24,4,40,50,17,55,38
18,9,56,29,52,16,24,4,40,50,17,55,38,20
9,56,29,52,16,24,4,40,50,17,55,38,20,28
56,29,52,16,24,4,40,50,17,55,38,20,28,42
29,52,16,24,4,40,50,17,55,38,20,28,42,23
52,16,24,4,40,50,17,55,38,20,28,42,23,10
16,24,4,40,50,17,55,38,20,28,42,23,10,43
24,4,40,50,17,55,38,20,28,42,23,10,43,20
4,40,50,17,55,38,20,28,42,23,10,43,20,5
40,50,17,55,38,20,28,42,23,10,43,20,5,29
50,17,55,38,20,28,42,23,10,43,20,5,29,59
17,55,38,20,28,42,23,10,43,20,5,29,59,40
55,38,20,28,42,23,10,43,20,5,29,59,40,33
38,20,28,42,23,10,43,20,5,29,59,40,33,39
20,28,42,23,10,43,20,5,29,59,40,33,39,50
28,42,23,10,43,20,5,29,59,40,33,39,50,21
42,23,10,43,20,5,29,59,40,33,39,50,21,12
23,10,43,20,5,29,59,40,33,39,50,21,12,40
10,43,20,5,29,59,40,33,39,50,21,12,40,55
43,20,5,29,59,40,33,39,50,21,12,40,55,45
20,5,29,59,40,33,39,50,21,12,40,55,45,4
5,29,59,40,33,39,50,21,12,40,55,45,4,6
29,59,40,33,39,50,21,12,40,55,45,4,6,23
59,40,33,39,50,21,12,40,55,45,4,6,23,10
40,33,39,50,21,12,40,55,45,4,6,23,10,2
33,39,50,21,12,40,55,45,4,6,23,10,2,36
39,50,21,12,40,55,45,4,6,23,10,2,36,46
50,21,12,40,55,45,4,6,23,10,2,36,46,28
21,12,40,55,45,4,6,23,10,2,36,46,28,32
12,40,55,45,4,6,23,10,2,36,46,28,32,3
40,55,45,4,6,23,10,2,36,46,28,32,3,20
55,45,4,6,23,10,2,36,46,28,32,3,20,24
45,4,6,23,10,2,36,46,28,32,3,20,24,42
4,6,23,10,2,36,46,28,32,3,20,24,42,35
6,23,10,2,36,46,28,32,3,20,24,42,35,31
23,10,2,36,46,28,32,3,20,24,42,35,31,6
10,2,36,46,28,32,3,20,24,42,35,31,6,57
2,36,46,28,32,3,20,24,42,35,31,6,57,37
36,46,28,32,3,20,24,42,35,31,6,57,37,48
46,28,32,3,20,24,42,35,31,6,57,37,48,32
28,32,3,20,24,42,35,31,6,57,37,48,32,2
32,3,20,24,42,35,31,6,57,37,48,32,2,18
3,20,24,42,35,31,6,57,37,48,32,2,18,20
20,24,42,35,31,6,57,37,48,32,2,18,20,24
24,42,35,31,6,57,37,48,32,2,18,20,24,9
42,35,31,6,57,37,48,32,2,18,20,24,9,40
35,31,6,57,37,48,32,2,18,20,24,9,40,20
31,6,57,37,48,32,2,18,20,24,9,40,20,36
6,57,37,48,32,2,18,20,24,9,40,20,36,42
57,37,48,32,2,18,20,24,9,40,20,36,42,27
37,48,32,2,18,20,24,9,40,20,36,42,27,56
48,32,2,18,20,24,9,40,20,36,42,27,56,17
32,2,18,20,24,9,40,20,36,42,27,56,17,24
2,18,20,24,9,40,20,36,42,27,56,17,24,49
18,20,24,9,40,20,36,42,27,56,17,24,49,23
20,24,9,40,20,36,42,27,56,17,24,49,23,40
24,9,40,20,36,42,27,56,17,24,49,23,40,30
9,40,20,36,42,27,56,17,24,49,23,40,30,1
40,20,36,42,27,56,17,24,49,23,40,30,1,9
20,36,42,27,56,17,24,49,23,40,30,1,9,33
36,42,27,56,17,24,49,23,40,30,1,9,33,34
42,27,56,17,24,49,23,40,30,1,9,33,34,27
27,56,17,24,49,23,40,30,1,9,33,34,27,49
56,17,24,49,23,40,30,1,9,33,34,27,49,38
17,24,49,23,40,30,1,9,33,34,27,49,38,23
24,49,23,40,30,1,9,33,34,27,49,38,23,41
49,23,40,30,1,9,33,34,27,49,38,23,41,19
23,40,30,1,9,33,34,27,49,38,23,41,19,10
40,30,1,9,33,34,27,49,38,23,41,19,10,9
30,1,9,33,34,27,49,38,23,41,19,10,9,48
1,9,33,34,27,49,38,23,41,19,10,9,48,36
9,33,34,27,49,38,23,41,19,10,9,48,36,41
33,34,27,49,38,23,41,19,10,9,48,36,41,21
34,27,49,38,23,41,19,10,9,48,36,41,21,27
27,49,38,23,41,19,10,9,48,36,41,21,27,23
49,38,23,41,19,10,9,48,36,41,21,27,23,36
38,23,41,19,10,9,48,36,41,21,27,23,36,10
23,41,19,10,9,48,36,41,21,27,23,36,10,21
41,19,10,9,48,36,41,21,27,23,36,10,21,16
19,10,9,48,36,41,21,27,23,36,10,21,16,3
10,9,48,36,41,21,27,23,36,10,21,16,3,41
9,48,36,41,21,27,23,36,10,21,16,3,41,52
48,36,41,21,27,23,36,10,21,16,3,41,52,14
36,41,21,27,23,36,10,21,16,3,41,52,14,13
41,21,27,23,36,10,21,16,3,41,52,14,13,16
21,27,23,36,10,21,16,3,41,52,14,13,16,21
27,23,36,10,21,16,3,41,52,14,13,16,21,48
23,36,10,21,16,3,41,52,14,13,16,21,48,33
36,10,21,16,3,41,52,14,13,16,21,48,33,1
10,21,16,3,41,52,14,13,16,21,48,33,1,56
21,16,3,41,52,14,13,16,21,48,33,1,56,17
16,3,41,52,14,13,16,21,48,33,1,56,17,30
3,41,52,14,13,16,21,48,33,1,56,17,30,20
41,52,14,13,16,21,48,33,1,56,17,30,20,21
52,14,13,16,21,48,33,1,56,17,30,20,21,11
14,13,16,21,48,33,1,56,17,30,20,21,11,50
13,16,21,48,33,1,56,17,30,20,21,11,50,52
16,21,48,33,1,56,17,30,20,21,11,50,52,55
21,48,33,1,56,17,30,20,21,11,50,52,55,44
48,33,1,56,17,30,20,21,11,50,52,55,44,38
33,1,56,17,30,20,21,11,50,52,55,44,38,35
1,56,17,30,20,21,11,50,52,55,44,38,35,14
56,17,30,20,21,11,50,52,55,44,38,35,14,31
17,30,20,21,11,50,52,55,44,38,35,14,31,41
30,20,21,11,50,52,55,44,38,35,14,31,41,33
20,21,11,50,52,55,44,38,35,14,31,41,33,17
21,11,50,52,55,44,38,35,14,31,41,33,17,18
11,50,52,55,44,38,35,14,31,41,33,17,18,7
50,52,55,44,38,35,14,31,41,33,17,18,7,42
52,55,44,38,35,14,31,41,33,17,18,7,42,7
55,44,38,35,14,31,41,33,17,18,7,42,7,12
44,38,35,14,31,41,33,17,18,7,42,7,12,57
38,35,14,31,41,33,17,18,7,42,7,12,57,6
35,14,31,41,33,17,18,7,42,7,12,57,6,24
14,31,41,33,17,18,7,42,7,12,57,6,24,10
31,41,33,17,18,7,42,7,12,57,6,24,10,46
41,33,17,18,7,42,7,12,57,6,24,10,46,23
33,17,18,7,42,7,12,57,6,24,10,46,23,9
17,18,7,42,7,12,57,6,24,10,46,23,9,35
18,7,42,7,12,57,6,24,10,46,23,9,35,11
7,42,7,12,57,6,24,10,46,23,9,35,11,51
42,7,12,57,6,24,10,46,23,9,35,11,51,41
7,12,57,6,24,10,46,23,9,35,11,51,41,19
12,57,6,24,10,46,23,9,35,11,51,41,19,10
57,6,24,10,46,23,9,35,11,51,41,19,10,28
6,24,10,46,23,9,35,11,51,41,19,10,28,55
24,10,46,23,9,35,11,51,41,19,10,28,55,56
10,46,23,9,35,11,51,41,19,10,28,55,56,3
46,23,9,35,11,51,41,19,10,28,55,56,3,35
23,9,35,11,51,41,19,10,28,55,56,3,35,58
9,35,11,51,41,19,10,28,55,56,3,35,58,49
35,11,51,41,19,10,28,55,56,3,35,58,49,2
11,51,41,19,10,28,55,56,3,35,58,49,2,6
51,41,19,10,28,55,56,3,35,58,49,2,6,43
41,19,10,28,55,56,3,35,58,49,2,6,43,1
19,10,28,55,56,3,35,58,49,2,6,43,1,50
10,28,55,56,3,35,58,49,2,6,43,1,50,28
28,55,56,3,35,58,49,2,6,43,1,50,28,57
55,56,3,35,58,49,2,6,43,1,50,28,57,15
56,3,35,58,49,2,6,43,1,50,28,57,15,4
3,35,58,49,2,6,43,1,50,28,57,15,4,15
35,58,49,2,6,43,1,50,28,57,15,4,15,50
58,49,2,6,43,1,50,28,57,15,4,15,50,60
49,2,6,43,1,50,28,57,15,4,15,50,60,43
2,6,43,1,50,28,57,15,4,15,50,60,43,47
6,43,1,50,28,57,15,4,15,50,60,43,47,36
43,1,50,28,57,15,4,15,50,60,43,47,36,20
1,50,28,57,15,4,15,50,60,43,47,36,20,54
50,28,57,15,4,15,50,60,43,47,36,20,54,9
28,57,15,4,15,50,60,43,47,36,20,54,9,3
57,15,4,15,50,60,43,47,36,20,54,9,3,53
15,4,15,50,60,43,47,36,20,54,9,3,53,60
4,15,50,60,43,47,36,20,54,9,3,53,60,44
15,50,60,43,47,36,20,54,9,3,53,60,44,7
50,60,43,47,36,20,54,9,3,53,60,44,7,39
60,43,47,36,20,54,9,3,53,60,44,7,39,43
43,47,36,20,54,9,3,53,60,44,7,39,43,9
47,36,20,54,9,3,53,60,44,7,39,43,9,11
36,20,54,9,3,53,60,44,7,39,43,9,11,52
20,54,9,3,53,60,44,7,39,43,9,11,52,14
54,9,3,53,60,44,7,39,43,9,11,52,14,6
9,3,53,60,44,7,39,43,9,11,52,14,6,29
3,53,60,44,7,39,43,9,11,52,14,6,29,8
53,60,44,7,39,43,9,11,52,14,6,29,8,26
60,44,7,39,43,9,11,52,14,6,29,8,26,45
44,7,39,43,9,11,52,14,6,29,8,26,45,6
7,39,43,9,11,52,14,6,29,8,26,45,6,28
39,43,9,11,52,14,6,29,8,26,45,6,28,42
43,9,11,52,14,6,29,8,26,45,6,28,42,14
9,11,52,14,6,29,8,26,45,6,28,42,14,4
11,52,14,6,29,8,26,45,6,28,42,14,4,43
52,14,6,29,8,26,45,6,28,42,14,4,43,25
14,6,29,8,26,45,6,28,42,14,4,43,25,9
6,29,8,26,45,6,28,42,14,4,43,25,9,33
29,8,26,45,6,28,42,14,4,43,25,9,33,32
8,26,45,6,28,42,14,4,43,25,9,33,32,4
26,45,6,28,42,14,4,43,25,9,33,32,4,34
45,6,28,42,14,4,43,25,9,33,32,4,34,52
6,28,42,14,4,43,25,9,33,32,4,34,52,32
28,42,14,4,43,25,9,33,32,4,34,52,32,58
42,14,4,43,25,9,33,32,4,34,52,32,58,43
14,4,43,25,9,33,32,4,34,52,32,58,43,47
4,43,25,9,33,32,4,34,52,32,58,43,47,36
43,25,9,33,32,4,34,52,32,58,43,47,36,29
25,9,33,32,4,34,52,32,58,43,47,36,29,59
9,33,32,4,34,52,32,58,43,47,36,29,59,3
33,32,4,34,52,32,58,43,47,36,29,59,3,6
32,4,34,52,32,58,43,47,36,29,59,3,6,16
4,34,52,32,58,43,47,36,29,59,3,6,16,3
34,52,32,58,43,47,36,29,59,3,6,16,3,22
52,32,58,43,47,36,29,59,3,6,16,3,22,54
32,58,43,47,36,29,59,3,6,16,3,22,54,25
58,43,47,36,29,59,3,6,16,3,22,54,25,15
43,47,36,29,59,3,6,16,3,22,54,25,15,44
47,36,29,59,3,6,16,3,22,54,25,15,44,41
36,29,59,3,6,16,3,22,54,25,15,44,41,18
29,59,3,6,16,3,22,54,25,15,44,41,18,50
59,3,6,16,3,22,54,25,15,44,41,18,50,37
3,6,16,3,22,54,25,15,44,41,18,50,37,30
6,16,3,22,54,25,15,44,41,18,50,37,30,17
16,3,22,54,25,15,44,41,18,50,37,30,17,20
3,22,54,25,15,44,41,18,50,37,30,17,20,4
22,54,25,15,44,41,18,50,37,30,17,20,4,47
54,25,15,44,41,18,50,37,30,17,20,4,47,9
25,15,44,41,18,50,37,30,17,20,4,47,9,13
15,44,41,18,50,37,30,17,20,4,47,9,13,27
44,41,18,50,37,30,17,20,4,47,9,13,27,35
41,18,50,37,30,17,20,4,47,9,13,27,35,40
18,50,37,30,17,20,4,47,9,13,27,35,40,1
50,37,30,17,20,4,47,9,13,27,35,40,1,6
37,30,17,20,4,47,9,13,27,35,40,1,6,17
30,17,20,4,47,9,13,27,35,40,1,6,17,55
17,20,4,47,9,13,27,35,40,1,6,17,55,44
20,4,47,9,13,27,35,40,1,6,17,55,44,8
4,47,9,13,27,35,40,1,6,17,55,44,8,20
47,9,13,27,35,40,1,6,17,55,44,8,20,43
9,13,27,35,40,1,6,17,55,44,8,20,43,21
13,27,35,40,1,6,17,55,44,8,20,43,21,44
27,35,40,1,6,17,55,44,8,20,43,21,44,54
35,40,1,6,17,55,44,8,20,43,21,44,54,41
40,1,6,17,55,44,8,20,43,21,44,54,41,45
1,6,17,55,44,8,20,43,21,44,54,41,45,34
6,17,55,44,8,20,43,21,44,54,41,45,34,10
17,55,44,8,20,43,21,44,54,41,45,34,10,50
55,44,8,20,43,21,44,54,41,45,34,10,50,55
44,8,20,43,21,44,54,41,45,34,10,50,55,7
8,20,43,21,44,54,41,45,34,10,50,55,7,35
20,43,21,44,54,41,45,34,10,50,55,7,35,44
43,21,44,54,41,45,34,10,50,55,7,35,44,40
21,44,54,41,45,34,10,50,55,7,35,44,40,18
44,54,41,45,34,10,50,55,7,35,44,40,18,4
54,41,45,34,10,50,55,7,35,44,40,18,4,59
41,45,34,10,50,55,7,35,44,40,18,4,59,54
45,34,10,50,55,7,35,44,40,18,4,59,54,56
34,10,50,55,7,35,44,40,18,4,59,54,56,17
10,50,55,7,35,44,40,18,4,59,54,56,17,49
50,55,7,35,44,40,18,4,59,54,56,17,49,44
55,7,35,44,40,18,4,59,54,56,17,49,44,56
7,35,44,40,18,4,59,54,56,17,49,44,56,26
35,44,40,18,4,59,54,56,17,49,44,56,26,46
44,40,18,4,59,54,56,17,49,44,56,26,46,55
40,18,4,59,54,56,17,49,44,56,26,46,55,19
18,4,59,54,56,17,49,44,56,26,46,55,19,4
4,59,54,56,17,49,44,56,26,46,55,19,4,39
59,54,56,17,49,44,56,26,46,55,19,4,39,14
54,56,17,49,44,56,26,46,55,19,4,39,14,45
56,17,49,44,56,26,46,55,19,4,39,14,45,60
17,49,44,56,26,46,55,19,4,39,14,45,60,49
49,44,56,26,46,55,19,4,39,14,45,60,49,11
44,56,26,46,55,19,4,39,14,45,60,49,11,7
56,26,46,55,19,4,39,14,45,60,49,11,7,18
26,46,55,19,4,39,14,45,60,49,11,7,18,16
46,55,19,4,39,14,45,60,49,11,7,18,16,33
55,19,4,39,14,45,60,49,11,7,18,16,33,7
